Part Type code,3-letter part code,Location code,Part-location,Part name (EN),Location (EN),Condition label (EN),Severity (1 to 5),Repair label (EN),COST BEFORE TAX,Part name (FR),Location (FR),Condition label (FR),Réparation (FR),Condition code, Repair code,Nomenclature,Angle,VehicleType,Order Front - left - rear -right,Order Front - right - rear - left
carbody,MPS,AR,MPSAR,Footstep,Rear,Rust spotted,SEV4,Sheet Metal Work and Painting,0,Marche pieds,Arrière,Rouillé,Tôlerie Peinture,rusty,sheet_metal_work_and_painting,2025,7-8-9-10-11,,1990,1840
carbody,HRD,AR,HRDAR,Hard top,General,scuffed,SEV1,Polish,0,Hard top,Arrière,Éraflé,Polish,scuffed,polish,2026,4-6-7-8-9-10-11-13-14,,2000,1870
carbody,HRD,AR,HRDAR,Hard top,General,scratched,SEV3,Painting,0,Hard top,Arrière,Rayé,Peinture,scratched,painting,2026,4-6-7-8-9-10-11-13-14,,2000,1870
carbody,HRD,AR,HRDAR,Hard top,General,slightly damaged,SEV3,Quick repair,0,Hard top,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,4-6-7-8-9-10-11-13-14,,2000,1870
carbody,HRD,AR,HRDAR,Hard top,General,damaged,SEV4,Sheet Metal Work and Painting,0,Hard top,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,4-6-7-8-9-10-11-13-14,,2000,1870
carbody,HRD,AR,HRDAR,Hard top,General,to be replaced,SEV5,Replacement,0,Hard top,Arrière,À remplacer,Remplacement,to_be_replaced,replacement,2026,4-6-7-8-9-10-11-13-14,,2000,1870
carbody,HTB,AR,HTBAR,Hard top bed cover,Rear,scuffed,SEV1,Polish,0,Capot de benne,Arrière,Éraflé,Polish,scuffed,polish,2026,4-6-7-8-9-10-11-13-14,,2010,1880
carbody,HTB,AR,HTBAR,Hard top bed cover,Rear,scratched,SEV3,Painting,0,Capot de benne,Arrière,Rayé,Peinture,scratched,painting,2026,4-6-7-8-9-10-11-13-14,,2010,1880
carbody,HTB,AR,HTBAR,Hard top bed cover,Rear,slightly damaged,SEV3,Quick repair,0,Capot de benne,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,4-6-7-8-9-10-11-13-14,,2010,1880
cabin,GDC,AV,,Console trim,Front,Slightly damaged,SEV1,Quick repair,0,Garniture de console,Avant,Peu endommagé,Réparation rapide,interior_slightly_damaged,repair_interior_slightly_damaged,2025,,,,
cabin,GDC,AV,,Console trim,Front,Damaged,SEV3,Repair,0,Garniture de console,Avant,Endommagé ,Réparation,interior_damaged,repair_interior_damaged,2025,,,,
cabin,GDC,AV,,Console trim,Front,Soiled,SEV2,Cleaning,0,Garniture de console,Avant,Interior Soiled,Sali,interior_soiled,important_washing,2025,,,,
cabin,GDC,AV,,Console trim,Front,Missing,SEV5,Replacement,0,Garniture de console,Avant,Pièce manquante,Remplacement,interior_missing,replacement,2025,,,,
Accessory,HRL,AV,,Canvas wheel cover,Front,Missing,SEV5,Replacement,0,Housse de roue en toile,Avant,Pièce manquante,Remplacement,interior_missing,replacement,2026,0-1-2-3-16-17,,,
Accessory,HRL,AV,,Canvas wheel cover,Front,Damaged,SEV3,Repair,0,Housse de roue en toile,Avant,Endommagé ,Réparation,interior_damaged,repair_interior_damaged,2026,0-1-2-3-16-17,,,
Accessory,HRL,AV,,Canvas wheel cover,Front,Slightly damaged,SEV1,Cleaning,0,Housse de roue en toile,Avant,Peu endommagé,Nettoyage,interior_slightly_damaged,repair_interior_slightly_damaged,2026,0-1-2-3-16-17,,,
Accessory,HRL,AV,,Canvas wheel cover,Front,Soiled,SEV2,Cleaning,0,Housse de roue en toile,Avant,Interior Soiled,Sali,interior_soiled,important_washing,2026,0-1-2-3-16-17,,,
Accessory,HRM,AV,,Metal wheel cover,Front,scuffed,SEV1,Polish,0,Couvre-roue en metal,Avant,Éraflé,Polish,scuffed,polish,2026,0-1-2-3-16-17,,,
Accessory,HRM,AV,,Metal wheel cover,Front,scratched,SEV3,Painting,0,Couvre-roue en metal,Avant,Rayé,Peinture,scratched,painting,2026,0-1-2-3-16-17,,,
Accessory,HRM,AV,,Metal wheel cover,Front,damaged,SEV4,Sheet Metal Work and Painting,0,Couvre-roue en metal,Avant,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,0-1-2-3-16-17,,,
Accessory,HRM,AV,,Metal wheel cover,Front,slightly damaged,SEV3,Quick repair,0,Couvre-roue en metal,Avant,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,0-1-2-3-16-17,,,
Accessory,HRM,AV,,Metal wheel cover,Front,accidented,SEV5,Replacement,0,Couvre-roue en metal,Avant,Accidenté,Remplacement,accidented,replacement,2026,0-1-2-3-16-17,,,
Accessory,HRM,AV,,Metal wheel cover,Front,scuffed,SEV1,Polish,0,Couvre-roue en metal,Avant,Éraflé,Polish,scuffed,polish,2026,0-1-2-3-16-17,,,
Accessory,HRM,AV,,Metal wheel cover,Front,scratched,SEV3,Painting,0,Couvre-roue en metal,Avant,Rayé,Peinture,scratched,painting,2026,0-1-2-3-16-17,,,
Accessory,HRM,AV,,Metal wheel cover,Front,damaged,SEV4,Sheet Metal Work and Painting,0,Couvre-roue en metal,Avant,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,0-1-2-3-16-17,,,
Accessory,HRM,AV,,Metal wheel cover,Front,slightly damaged,SEV3,Quick repair,0,Couvre-roue en metal,Avant,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,0-1-2-3-16-17,,,
Accessory,HRM,AV,,Metal wheel cover,Front,accidented,SEV5,Replacement,0,Couvre-roue en metal,Avant,Accidenté,Remplacement,accidented,replacement,2026,0-1-2-3-16-17,,,
carbody,HTB,AR,HTBAR,Hard top bed cover,Rear,damaged,SEV4,Sheet Metal Work and Painting,0,Capot de benne,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,4-6-7-8-9-10-11-13-14,,2010,1880
carbody,HTB,AR,HTBAR,Hard top bed cover,Rear,to be replaced,SEV5,Replacement,0,Capot de benne,Arrière,À remplacer,Remplacement,to_be_replaced,replacement,2026,4-6-7-8-9-10-11-13-14,,2010,1880
carbody,END,AR,ENDAR,Hubcap (2),Rear,Scuffed,SEV1,Polish,0,ENJOLIVEUR (2),Arrière,Éraflé,Polish,scuffed,polish,2025,7-8-9-10-11,,2020,1890
carbody,END,AR,ENDAR,Hubcap (2),Rear,Scratched,SEV3,Painting,0,ENJOLIVEUR (2),Arrière,Rayé,Peinture,scratched,painting,2025,7-8-9-10-11,,2020,1890
carbody,END,AR,ENDAR,Hubcap (2),Rear,Accidented,SEV5,Replacement,0,ENJOLIVEUR (2),Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,2020,1890
carbody,ENJ,AR,ENJAR,Hubcap,Rear,Scuffed,SEV1,Polish,0,ENJOLIVEUR,Arrière,Éraflé,Polish,scuffed,polish,2025,7-8-9-10-11,,2021,1891
carbody,ENJ,AR,ENJAR,Hubcap,Rear,Scratched,SEV3,Painting,0,ENJOLIVEUR,Arrière,Rayé,Peinture,scratched,painting,2025,7-8-9-10-11,,2021,1891
carbody,ENJ,AR,ENJAR,Hubcap,Rear,Accidented,SEV5,Replacement,0,ENJOLIVEUR,Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,2021,1891
carbody,HTU,AR,HTUAR,Hydraulic tailgate lift unit,Rear,Damaged,SEV4,Repair,0,Unité hydraulique d'hayon élévateur,Arrière,Endommagé,Remplacement,damaged_sev5,replacement,2025,7-8-9-10-11,,2030,1900
carbody,HTU,AR,HTUAR,Hydraulic tailgate lift unit,Rear,Accidented,SEV5,Replacement,0,Unité hydraulique d'hayon élévateur,Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,2030,1900
carbody,HAE,AR,HAEAR,Liftgate,Rear,Scuffed,SEV1,Polish,0,Hayon élévateur,Arrière,Éraflé,Polish,scuffed,polish,2025,7-8-9-10-11,,2040,1920
carbody,HAE,AR,HAEAR,Liftgate,Rear,Scratched,SEV3,Painting,0,Hayon élévateur,Arrière,Rayé,Peinture,scratched,painting,2025,7-8-9-10-11,,2040,1920
carbody,HAE,AR,HAEAR,Liftgate,Rear,Damaged,SEV4,Sheet Metal Work and Painting,0,Hayon élévateur,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2025,7-8-9-10-11,,2040,1920
carbody,HAE,AR,HAEAR,Liftgate,Rear,Slightly damaged,SEV3,Quick repair,0,Hayon élévateur,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2025,7-8-9-10-11,,2040,1920
carbody,HAE,AR,HAEAR,Liftgate,Rear,Accidented,SEV5,Replacement,0,Hayon élévateur,Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,2040,1920
carbody,HAE,AR,HAEAR,Liftgate,Rear,Paintwork needed,SEV3,Painting,0,Hayon élévateur,Arrière,A repeindre,Peinture,paintwork_required,painting,2025,7-8-9-10-11,,2040,1920
carbody,HAE,AR,HAEAR,Liftgate,Rear,Rust spotted,SEV4,Sheet Metal Work and Painting,0,Hayon élévateur,Arrière,Rouillé,Tôlerie Peinture,rusty,sheet_metal_work_and_painting,2025,7-8-9-10-11,,2040,1920
carbody,PCN,AR,PCNAR,Plastic bumper,Rear,Damaged,SEV4,Sheet Metal Work and Painting,0,Pare-choc non peint,Arrière,Accidenté,Remplacement,accidented,replacement,2026,7-8-9-10-11,,2050,1940
carbody,PCN,AR,PCNAR,Plastic bumper,Rear,Accidented,SEV5,Replacement,0,Pare-choc non peint,Arrière,Endommagé,Remplacement,damaged_sev5,replacement,2026,7-8-9-10-11,,2050,1940
carbody,PRI,AR,PRIAR,Power socket,Rear,Accidented,SEV5,Replacement,0,Prise secteur,Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,2060,1960
carbody,PAA,AR,PAAAR,Rear Panel,Rear,Scuffed,SEV1,Polish,0,Panneau arriere,Arrière,Éraflé,Polish,scuffed,polish,2025,7-8-9-10-11,,2070,2000
carbody,PAA,AR,PAAAR,Rear Panel,Rear,Scratched,SEV3,Painting,0,Panneau arriere,Arrière,Rayé,Peinture,scratched,painting,2025,7-8-9-10-11,,2070,2000
carbody,PAA,AR,PAAAR,Rear Panel,Rear,Damaged,SEV4,Sheet Metal Work and Painting,0,Panneau arriere,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2025,7-8-9-10-11,,2070,2000
carbody,PAA,AR,PAAAR,Rear Panel,Rear,Slightly damaged,SEV2,Quick repair,0,Panneau arriere,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2025,7-8-9-10-11,,2070,2000
carbody,PAA,AR,PAAAR,Rear Panel,Rear,Accidented,SEV5,Replacement,0,Panneau arriere,Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,2070,2000
carbody,PAA,AR,PAAAR,Rear Panel,Rear,Paintwork needed,SEV3,Painting,0,Panneau arriere,Arrière,A repeindre,Peinture,paintwork_required,painting,2025,7-8-9-10-11,,2070,2000
carbody,PAA,AR,PAAAR,Rear Panel,Rear,Rust spotted,SEV4,Sheet Metal Work and Painting,0,Panneau arriere,Arrière,Rouillé,Tôlerie Peinture,rusty,sheet_metal_work_and_painting,2025,7-8-9-10-11,,2070,2000
carbody,PBT,AR,PBTAR,Rear barn doors,Rear,scuffed,SEV1,Polish,0,Portes arrière battantes,Arrière,Éraflé,Polish,scuffed,polish,2026,7-8-9-10-11,,2080,2010
carbody,PBT,AR,PBTAR,Rear barn doors,Rear,scratched,SEV3,Painting,0,Portes arrière battantes,Arrière,Rayé,Peinture,scratched,painting,2026,7-8-9-10-11,,2080,2010
carbody,PBT,AR,PBTAR,Rear barn doors,Rear,slightly damaged,SEV3,Quick repair,0,Portes arrière battantes,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,7-8-9-10-11,,2080,2010
cabin,LVV,AV,,Gear Lever,Front,Accidented,SEV5,Replacement,0,Levier de vitesse,Avant,Accidenté,Remplacement,accidented,replacement,2026,,,,
cabin,LVV,AV,,Gear Lever,Front,Missing,SEV5,Replacement,0,Levier de vitesse,Avant,Pièce manquante,Remplacement,interior_missing,replacement,2026,,,,
cabin,LVV,AV,,Gear Lever,Front,Damaged,SEV3,Repair,0,Levier de vitesse,Avant,Endommagé ,Réparation,interior_damaged,repair_interior_damaged,2026,,,,
cabin,LVV,AV,,Gear Lever,Front,Slightly damaged,SEV1,Quick repair,0,Levier de vitesse,Avant,Peu endommagé,Réparation rapide,interior_slightly_damaged,repair_interior_slightly_damaged,2026,,,,
cabin,LVV,AV,,Gear Lever,Front,Soiled,SEV2,Cleaning,0,Levier de vitesse,Avant,Interior Soiled,Sali,interior_soiled,important_washing,2026,,,,
cabin,MMA,AV,,Multimedia system,Front,Damaged,SEV3,Repair,0,Système multimédia,Avant,Endommagé ,Réparation,interior_damaged,repair_interior_damaged,2025,,,,
cabin,MMA,AV,,Multimedia system,Front,Missing,SEV5,Replacement,0,Système multimédia,Avant,Pièce manquante,Remplacement,interior_missing,replacement,2025,,,,
carbody,PBT,AR,PBTAR,Rear barn doors,Rear,damaged,SEV4,Sheet Metal Work and Painting,0,Portes arrière battantes,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,7-8-9-10-11,,2080,2010
carbody,PBT,AR,PBTAR,Rear barn doors,Rear,to be replaced,SEV5,Replacement,0,Portes arrière battantes,Arrière,À remplacer,Remplacement,to_be_replaced,replacement,2026,7-8-9-10-11,,2080,2010
carbody,PBT,AR,PBTAR,Rear barn doors,Rear,scuffed,SEV1,Polish,0,Portes arrière battantes,Arrière,Éraflé,Polish,scuffed,polish,2026,7-8-9-10-11,,2080,2010
carbody,PBT,AR,PBTAR,Rear barn doors,Rear,scratched,SEV3,Painting,0,Portes arrière battantes,Arrière,Rayé,Peinture,scratched,painting,2026,7-8-9-10-11,,2080,2010
carbody,PBT,AR,PBTAR,Rear barn doors,Rear,slightly damaged,SEV3,Quick repair,0,Portes arrière battantes,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,7-8-9-10-11,,2080,2010
carbody,PBT,AR,PBTAR,Rear barn doors,Rear,damaged,SEV4,Sheet Metal Work and Painting,0,Portes arrière battantes,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,7-8-9-10-11,,2080,2010
carbody,PBT,AR,PBTAR,Rear barn doors,Rear,to be replaced,SEV5,Replacement,0,Portes arrière battantes,Arrière,À remplacer,Remplacement,to_be_replaced,replacement,2026,7-8-9-10-11,,2080,2010
carbody,PGL,AR,PGLAR,Rear window handle,Rear,Scuffed,SEV1,Polish,0,Poignée lunette arrière ouvrante,Arrière,Éraflé,Polish,scuffed,polish,2025,7-8-9-10-11,,2090,2030
carbody,PGL,AR,PGLAR,Rear window handle,Rear,Scratched,SEV3,Painting,0,Poignée lunette arrière ouvrante,Arrière,Rayé,Peinture,scratched,painting,2025,7-8-9-10-11,,2090,2030
carbody,PGL,AR,PGLAR,Rear window handle,Rear,Damaged,SEV4,Sheet Metal Work and Painting,0,Poignée lunette arrière ouvrante,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2025,7-8-9-10-11,,2090,2030
carbody,PGL,AR,PGLAR,Rear window handle,Rear,Accidented,SEV5,Replacement,0,Poignée lunette arrière ouvrante,Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,2090,2030
carbody,PHT,AR,PHTAR,Additional Light,Rear,Opaque,SEV1,Renovation,0,PHARE ADDITIONNEL,Arrière,Opaque,Rénovation,opaque,renovation,2025,7-8-9-10-11,,2091,2031
carbody,PHT,AR,PHTAR,Additional Light,Rear,Accidented,SEV5,Replacement,0,PHARE ADDITIONNEL,Arrière,Accidenté,Remplacement,damaged_sev5,replacement,2025,7-8-9-10-11,,2091,2031
carbody,CTD,AR,CTDAR,Reflector,Rear,Accidented,SEV5,Replacement,0,Catadioptre,Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,2100,2040
carbody,FLR,AR,FLRAR,Reinforced cargo floor,Rear,scuffed,SEV1,Polish,0,Plancher renforcé,Arrière,Éraflé,Polish,scuffed,polish,2026,7-8-9-10-11,,2110,2050
carbody,FLR,AR,FLRAR,Reinforced cargo floor,Rear,scratched,SEV3,Painting,0,Plancher renforcé,Arrière,Rayé,Peinture,scratched,painting,2026,7-8-9-10-11,,2110,2050
carbody,FLR,AR,FLRAR,Reinforced cargo floor,Rear,slightly damaged,SEV3,Quick repair,0,Plancher renforcé,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,7-8-9-10-11,,2110,2050
carbody,FLR,AR,FLRAR,Reinforced cargo floor,Rear,damaged,SEV4,Sheet Metal Work and Painting,0,Plancher renforcé,Arrière,Endommagé,Réparation,damaged_sev5,replacement,2026,7-8-9-10-11,,2110,2050
carbody,FLR,AR,FLRAR,Reinforced cargo floor,Rear,to be replaced,SEV5,Replacement,0,Plancher renforcé,Arrière,À remplacer,Remplacement,to_be_replaced,replacement,2026,7-8-9-10-11,,2110,2050
carbody,FLR,AR,FLRAR,Reinforced cargo floor,Rear,scuffed,SEV1,Polish,0,Plancher renforcé,Arrière,Éraflé,Polish,scuffed,polish,2026,7-8-9-10-11,,2110,2050
carbody,FLR,AR,FLRAR,Reinforced cargo floor,Rear,scratched,SEV3,Painting,0,Plancher renforcé,Arrière,Rayé,Peinture,scratched,painting,2026,7-8-9-10-11,,2110,2050
cabin,PFN,AV,,Overhead console unit,Front,Damaged,SEV3,Repair,0,Plafonnier,Avant,Endommagé ,Réparation,interior_damaged,repair_interior_damaged,2025,,,,
cabin,PFN,AV,,Overhead console unit,Front,Missing,SEV5,Replacement,0,Plafonnier,Avant,Pièce manquante,Remplacement,interior_missing,replacement,2025,,,,
carbody,FLR,AR,FLRAR,Reinforced cargo floor,Rear,slightly damaged,SEV3,Quick repair,0,Plancher renforcé,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,7-8-9-10-11,,2110,2050
carbody,FLR,AR,FLRAR,Reinforced cargo floor,Rear,damaged,SEV4,Sheet Metal Work and Painting,0,Plancher renforcé,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,7-8-9-10-11,,2110,2050
carbody,FLR,AR,FLRAR,Reinforced cargo floor,Rear,to be replaced,SEV5,Replacement,0,Plancher renforcé,Arrière,À remplacer,Remplacement,to_be_replaced,replacement,2026,7-8-9-10-11,,2110,2050
carbody,CDR,AR,CDRAR,Reversing camera,Rear,Damaged,SEV4,Repair,0,Camera de recul,Arrière,Endommagé,Remplacement,damaged_sev5,replacement,2025,7-8-9-10-11,,2120,2060
carbody,CDR,AR,CDRAR,Reversing camera,Rear,Accidented,SEV5,Replacement,0,Camera de recul,Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,2120,2060
carbody,ROL,AR,ROLAR,Roll bar,Rear,scuffed,SEV1,Polish,0,Arceau de benne,Arrière,Éraflé,Polish,scuffed,polish,2026,7-8-9-10-11,,2130,2070
carbody,ROL,AR,ROLAR,Roll bar,Rear,scratched,SEV3,Painting,0,Arceau de benne,Arrière,Rayé,Peinture,scratched,painting,2026,7-8-9-10-11,,2130,2070
carbody,ROL,AR,ROLAR,Roll bar,Rear,slightly damaged,SEV3,Quick repair,0,Arceau de benne,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,7-8-9-10-11,,2130,2070
tires,PND,AV,,Tire (2),Front,Badly mounted,SEV5,Replacement,0,Pneu (2),Avant,À remonter,Remplacement,accidented,replacement,2026,0-1-2-3-16-17,,,
tires,PNE,AV,,Tire,Front,Badly mounted,SEV5,Replacement,0,Pneu,Avant,À remonter,Remplacement,accidented,replacement,2026,0-1-2-3-16-17,,,
carbody,ROL,AR,ROLAR,Roll bar,Rear,damaged,SEV4,Sheet Metal Work and Painting,0,Arceau de benne,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,7-8-9-10-11,,2130,2070
carbody,ROL,AR,ROLAR,Roll bar,Rear,to be replaced,SEV5,Replacement,0,Arceau de benne,Arrière,À remplacer,Remplacement,to_be_replaced,replacement,2026,7-8-9-10-11,,2130,2070
carbody,ROL,AR,ROLAR,Roll bar,Rear,scuffed,SEV1,Polish,0,Arceau de benne,Arrière,Éraflé,Polish,scuffed,polish,2026,7-8-9-10-11,,2130,2070
carbody,ROL,AR,ROLAR,Roll bar,Rear,scratched,SEV3,Painting,0,Arceau de benne,Arrière,Rayé,Peinture,scratched,painting,2026,7-8-9-10-11,,2130,2070
carbody,ROL,AR,ROLAR,Roll bar,Rear,slightly damaged,SEV3,Quick repair,0,Arceau de benne,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,7-8-9-10-11,,2130,2070
carbody,ROL,AR,ROLAR,Roll bar,Rear,damaged,SEV4,Sheet Metal Work and Painting,0,Arceau de benne,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,7-8-9-10-11,,2130,2070
carbody,ROL,AR,ROLAR,Roll bar,Rear,to be replaced,SEV5,Replacement,0,Arceau de benne,Arrière,À remplacer,Remplacement,to_be_replaced,replacement,2026,7-8-9-10-11,,2130,2070
carbody,ROU,AR,ROUAR,Wheel,Rear,Scuffed,SEV1,Polish,0,ROUE,Arrière,Éraflé,Polish,scuffed,polish,2025,7-8-9-10-11,,2131,2071
carbody,ROU,AR,ROUAR,Wheel,Rear,Scratched,SEV3,Painting,0,ROUE,Arrière,Rayé,Peinture,scratched,painting,2025,7-8-9-10-11,,2131,2071
carbody,ROU,AR,ROUAR,Wheel,Rear,Damaged,SEV4,Sheet Metal Work and Painting,0,ROUE,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2025,7-8-9-10-11,,2131,2071
carbody,ROU,AR,ROUAR,Wheel,Rear,Slightly damaged,SEV3,Quick repair,0,ROUE,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2025,7-8-9-10-11,,2131,2071
carbody,ROU,AR,ROUAR,Wheel,Rear,Accidented,SEV5,Replacement,0,ROUE,Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,2131,2071
carbody,JTD,AR,JTDAR,Steel rim (2),Rear,Scuffed,SEV1,Polish,0,JANTE TOLE (2),Arrière,Éraflé,Polish,scuffed,polish,2025,7-8-9-10-11,,2140,2090
carbody,JTD,AR,JTDAR,Steel rim (2),Rear,Scratched,SEV3,Painting,0,JANTE TOLE (2),Arrière,Rayé,Peinture,scratched,painting,2025,7-8-9-10-11,,2140,2090
carbody,JTD,AR,JTDAR,Steel rim (2),Rear,Damaged,SEV4,Sheet Metal Work and Painting,0,JANTE TOLE (2),Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2025,7-8-9-10-11,,2140,2090
carbody,JTD,AR,JTDAR,Steel rim (2),Rear,Slightly damaged,SEV3,Quick repair,0,JANTE TOLE (2),Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2025,7-8-9-10-11,,2140,2090
carbody,JTD,AR,JTDAR,Steel rim (2),Rear,Accidented,SEV5,Replacement,0,JANTE TOLE (2),Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,2140,2090
carbody,BCH,AR,BCHAR,Tail lift control box,Rear,Damaged,SEV4,Repair,0,Boitier de commande d'hayon élévateur,Arrière,Endommagé,Remplacement,damaged_sev5,replacement,2025,4-6-7-8-9-10-11-13-14,,2150,2100
carbody,BCH,AR,BCHAR,Tail lift control box,Rear,Accidented,SEV5,Replacement,0,Boitier de commande d'hayon élévateur,Arrière,Accidenté,Remplacement,accidented,replacement,2025,4-6-7-8-9-10-11-13-14,,2150,2100
carbody,RID,AR,RIDAR,Tailgate,Rear,scuffed,SEV1,Polish,0,Ridelle arrière,Arrière,Éraflé,Polish,scuffed,polish,2026,7-8-9-10-11,,2160,2110
carbody,RID,AR,RIDAR,Tailgate,Rear,scratched,SEV3,Painting,0,Ridelle arrière,Arrière,Rayé,Peinture,scratched,painting,2026,7-8-9-10-11,,2160,2110
carbody,RID,AR,RIDAR,Tailgate,Rear,slightly damaged,SEV3,Quick repair,0,Ridelle arrière,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,7-8-9-10-11,,2160,2110
carbody,RID,AR,RIDAR,Tailgate,Rear,damaged,SEV4,Sheet Metal Work and Painting,0,Ridelle arrière,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,7-8-9-10-11,,2160,2110
carbody,RID,AR,RIDAR,Tailgate,Rear,to be replaced,SEV5,Replacement,0,Ridelle arrière,Arrière,À remplacer,Remplacement,to_be_replaced,replacement,2026,7-8-9-10-11,,2160,2110
carbody,RID,AR,RIDAR,Tailgate,Rear,scuffed,SEV1,Polish,0,Ridelle arrière,Arrière,Éraflé,Polish,scuffed,polish,2026,7-8-9-10-11,,2160,2110
carbody,RID,AR,RIDAR,Tailgate,Rear,scratched,SEV3,Painting,0,Ridelle arrière,Arrière,Rayé,Peinture,scratched,painting,2026,7-8-9-10-11,,2160,2110
carbody,RID,AR,RIDAR,Tailgate,Rear,slightly damaged,SEV3,Quick repair,0,Ridelle arrière,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,7-8-9-10-11,,2160,2110
carbody,RID,AR,RIDAR,Tailgate,Rear,damaged,SEV4,Sheet Metal Work and Painting,0,Ridelle arrière,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,7-8-9-10-11,,2160,2110
cabin,TDB,AV,,Dashboard,Front,Slightly damaged,SEV1,Quick repair,0,Tableau de bord,Avant,Peu endommagé,Réparation rapide,interior_slightly_damaged,repair_interior_slightly_damaged,2025,,,,
